timestamp,mmsi,latitude,longitude,SOG,COG,activity,COG_std_5m,SOG_mean_5m
2024-01-01 00:04:00,123456789,48.011927351096695,-4.981865187571582,14.882923312638333,44.34935743087817,Transit,1.3072669269714126,15.229501487162542
2024-01-01 00:05:00,123456789,48.014883640489685,-4.977545303815717,14.88293152152541,44.5128746162353,Transit,1.2824397166756571,15.156416376166504
2024-01-01 00:06:00,123456789,48.017831671962206,-4.973212575081065,15.789606407753695,44.40760607576113,Transit,0.7014018067992768,15.328164087834358
2024-01-01 00:07:00,123456789,48.02096494300271,-4.968624230215936,15.383717364576455,44.136009230320184,Transit,0.5589791266638299,15.34013870693958
2024-01-01 00:08:00,123456789,48.02403181008186,-4.964175247142037,14.765262807032524,45.04852162794483,Transit,0.3407141013261892,15.140888282705285
2024-01-01 00:09:00,123456789,48.02692952451245,-4.959835317827168,15.271280021792982,44.16904988358896,Transit,0.3678946799467913,15.218559624536212
2024-01-01 00:10:00,123456789,48.02997227232911,-4.955415716248589,14.768291153593768,45.27045682577984,Transit,0.5216571194765874,15.195631550949884
2024-01-01 00:11:00,123456789,48.03285931373461,-4.951057641439429,14.76713512321487,44.94976189055086,Transit,0.5263491378331918,14.991137294042119
2024-01-01 00:12:00,123456789,48.035762395144786,-4.946723894961376,15.120981135783017,44.76105195313359,Transit,0.41750107949130183,14.938590048283434
2024-01-01 00:13:00,123456789,48.03874479682434,-4.942300720636882,14.0433598776711,44.092436337958404,Transit,0.5072810264433633,14.794209462411146
2024-01-01 00:14:00,123456789,48.04154651795899,-4.9382411540479545,14.137541083743484,44.423228669431666,Transit,0.4575104992987943,14.567461674801248
2024-01-01 00:15:00,123456789,48.04435120569339,-4.934129852483198,14.718856235379514,45.755391225825754,Transit,0.6283421045017186,14.557574691158397
2024-01-01 00:16:00,123456789,48.04720389607169,-4.9297488827349465,14.493584439832787,45.50091718762438,Transit,0.7055767162695413,14.50286455448198
2024-01-01 00:17:00,123456789,48.050025707772384,-4.925453429447401,15.157123666297636,44.02244475520145,Transit,0.8128344928577775,14.510093060584904
2024-01-01 00:18:00,123456789,48.05305320690846,-4.921076472483269,14.545987962239394,45.09933230542923,Transit,0.7265991071937603,14.610618677498561
2024-01-01 00:19:00,123456789,48.05590535119758,-4.916794799586403,14.293848149332355,45.75138712337179,Transit,0.723957187259166,14.641880090616336
2024-01-01 00:20:00,123456789,48.058675868695424,-4.9125396656982865,15.732824384460777,43.33059471887863,Transit,1.0286305201693957,14.84467372043259
2024-01-01 00:21:00,123456789,48.06185480141819,-4.908052802578811,14.887111849756732,45.543360192379936,Transit,1.0366141943499538,14.92337920241738
2024-01-01 00:22:00,123456789,48.06475104474481,-4.903636252894764,15.033764102343962,44.33737624105415,Transit,0.9899146719303223,14.898707289626643
2024-01-01 00:23:00,123456789,48.06773790696953,-4.899269044554334,14.287625906893272,45.570598668593156,Transit,1.044967866980633,14.84703487855742
2024-01-01 00:24:00,123456789,48.07051617503897,-4.895027882504894,14.72780863773741,44.23674084345748,Transit,0.9544944644436228,14.93382697623843
2024-01-01 00:25:00,123456789,48.07344726834763,-4.8907567707715565,15.055461294854933,43.19511789933548,Transit,1.0004853400733549,14.79835435831726
2024-01-01 00:26:00,123456789,48.07649611198411,-4.886472630345848,14.42450321128885,43.372457562116836,Transit,0.9456244081588223,14.705832630623686
2024-01-01 00:27:00,123456789,48.07940867912105,-4.882354278158923,15.187849009172837,45.04808494666138,Transit,1.0317421447390278,14.73664961198946
2024-01-01 00:28:00,123456789,48.08238934975385,-4.877885369610089,14.699680655040597,45.259722501721484,Transit,0.9401741756862909,14.819060561618926
2024-01-01 00:29:00,123456789,48.08526352197663,-4.873543929109162,14.854153125103362,44.09568337489559,Transit,0.9417522108335379,14.844329459092114
2024-01-01 00:30:00,123456789,48.088226837742496,-4.869245849991901,14.699146693885302,45.638592458777374,Transit,0.9275660444133904,14.773066538898188
2024-01-01 00:31:00,123456789,48.09108166492807,-4.864875718593105,15.926139092254468,43.33847993773104,Transit,0.9396130383227363,15.073393715091314
2024-01-01 00:32:00,123456789,48.09429924049066,-4.860330199372754,14.993251387631034,44.933920201352684,Transit,0.9296484916355846,15.034474190782953
2024-01-01 00:33:00,123456789,48.09724758767718,-4.855926059240754,14.47114453552205,43.788983800237546,Transit,0.9224431313046891,14.988766966879245
2024-01-01 00:34:00,123456789,48.100149427169846,-4.851761026763559,15.411272456051595,44.34816389219784,Transit,0.9112589072111339,15.10019083306889
2024-01-01 00:35:00,123456789,48.10321072823858,-4.847280209815074,14.389578175014488,45.047398671316415,Transit,0.7328142707948017,15.038277129294727
2024-01-01 00:36:00,123456789,48.106034769197386,-4.843044276814956,15.104431797502377,44.139586634716046,Transit,0.5326162853100833,14.87393567034431
2024-01-01 00:37:00,123456789,48.109045776034755,-4.838668556652671,14.020164938060113,44.615444455770174,Transit,0.4766167421524136,14.679318380430123
2024-01-01 00:38:00,123456789,48.11181801732526,-4.834572085174684,14.335906975550785,46.00629280921444,Transit,0.7392205695746507,14.652270868435872
2024-01-01 00:39:00,123456789,48.114583968743744,-4.8302813165876515,15.09843061793456,44.42310813047685,Transit,0.7276423215709962,14.589702500812464
2024-01-01 00:40:00,123456789,48.117579289515895,-4.82588435301894,15.369233289997705,45.83569211206514,Transit,0.8561430783904497,14.785633523809107
2024-01-01 00:41:00,123456789,48.12055374151423,-4.821297037603642,15.085684140594985,43.87029314534238,Transit,0.9294506743925314,14.781883992427629
2024-01-01 00:42:00,123456789,48.123574693895186,-4.816946734746087,14.94217585880588,45.52980417791528,Transit,0.9370492450454725,14.966286176576784
2024-01-01 00:43:00,123456789,48.12648235062714,-4.812509555869541,14.849448152205355,46.441568620657904,Transit,1.0516689714740304,15.068994411907699
2024-01-01 00:44:00,123456789,48.129324757616786,-4.808031334781494,14.260739004816287,42.52835549987271,Transit,1.6059483010490154,14.901456089284043
2024-01-01 00:45:00,123456789,48.13224402160158,-4.804019550333378,14.640077895802646,44.203104744529526,Transit,1.5166719665189312,14.75562501044503
2024-01-01 00:46:00,123456789,48.1351593199494,-4.799771343160273,14.769680614520107,45.57707212718054,Transit,1.5274313458694284,14.692424305230054
2024-01-01 00:47:00,123456789,48.1380309938449,-4.795380847082429,15.528561113109458,44.796954613957006,Transit,1.48106539843217,14.80970135609077
2024-01-01 00:48:00,123456789,48.14109188109984,-4.790826531687065,15.17180914478423,45.37114587337131,Transit,1.2229657768656186,14.874173554606546
